grant_id,eric_id,title,author,publicationtype,publicationdateyear,publisher,source,url
R305A060034,ED510460,Teacher Incentives in Developing Countries: Experimental Evidence from Kenya. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Glewwe_Feb_08.pdf
R305A060034,ED510462,The Politics of Teacher Pay Reforms. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Goldhaber_Feb_08.pdf
R305A060034,ED510464,Toward a More Comprehensive Model of Teacher Pay. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Koppich_Brief_200820.pdf
R305A060034,ED510465,Value-Added and Other Methods for Measuring School Performance: An Analysis of Performance Measurement Strategies in Teacher Incentive Fund Proposals. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Meyer_Brief_200821.pdf
R305A060034,ED510467,Teacher Performance Pay: A Review. Research Brief,NA,Reports - Research,2006,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Teacher_Performance_Pay_Research_Brief.pdf
R305A060034,ED510468,The Design of Schools' Performance Incentive Programs in Texas: Findings from Year One of TEEG. Research Brief,NA,Reports - Research,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/TEEG_Design_Year_1.pdf
R305A060034,ED510471,Teacher Salary Bonuses in North Carolina. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Vigdor_Brief_200824.pdf
R305A060034,ED510481,Market-Based Pay Reform for Public School Teachers. Research Brief,NA,Reports - Descriptive,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/news__events/detail.asp?pageaction=ViewSinglePublic&LinkID=288&ModuleID=26&NEWSPID=1
R305A060034,ED510482,Do Teacher Effect Estimates Persist when Teachers Move to Schools with Different Socioeconomic Environments? Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Sanders_Brief_200823.pdf
R305A060034,ED510483,Characteristics and Determinants of Teacher-Designed Pay for Performance Plans: Evidence from Texas' Governor's Educator Excellence Grant (GEEG) Program. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Taylor_Brief_200826.pdf
R305A060034,ED510484,Teacher Incentives in Developing Countries: Experimental Evidence from India. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Muralidharan_Feb_08.pdf
R305A060034,ED510485,Teacher Behaviors and Performance Incentives in Texas: Early Reactions to the GEEG Program. Research Brief,NA,Reports - Research,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/GEEG_Teacher_Behavior_Year_1.pdf
R305A060034,ED510486,Performance Incentives in Texas: Why Schools Chose Not to Participate. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Lewis_and_Springer_for_posting.pdf
R305A060034,ED510487,A Legal Perspective on Differential Pay for Teachers. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Ryan_for_posting.pdf
R305A060034,ED510488,From Data to Bonuses: A Case Study of the Issues Related to Awarding Teachers Pay on the Basis of Their Students' Progress. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/McCaffrey_Feb_08.pdf
R305A060034,ED510490,Designing Incentive Systems for Schools. Research Brief,NA,Reports - Descriptive,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Neal_Feb_08.pdf
R305A060034,ED510492,Performance-Based Pay in the Federal Government. Research Brief,NA,Reports - Descriptive,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Nelson_Brief_200822.pdf
R305A060034,ED510493,Characteristics and Determinants of Teacher-Designed Pay for Performance Plans: Evidence from Texas' Governor's Educator Excellence Grant (GEEG) Program. Working Paper 2008-26,"Taylor, Lori L.; Springer, Matthew G.; Ehlert, Mark","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/Taylor_et_al_2008.pdf
R305A060034,ED510495,Teacher Attitudes on Pay for Performance: A Pilot Study. Research Brief,NA,Reports - Research,2007,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Teacher_Attitudes_Research_Brief.pdf
R305A060034,ED510497,Teacher Attitudes about Performance Incentives in Texas: Early Reactions to the TEEG Program. Research Brief,NA,Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/TEEG_Teacher_Attitudes_Year_1.pdf
R305A060034,ED510499,Early Career Teachers' Perceptions of Traditional versus Innovative Benefits Packages. Conference Paper 2009-15,"Tran, Doannie; Huang, Elsie","Reports - Evaluative,Speeches/Meeting Papers,Tests/Questionnaires",2009,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ConferencePapers2009News/Tran_Huang_2009.pdf
R305A060034,ED510500,Teacher Salary Bonuses in North Carolina. Working Paper 2008-03,"Vigdor, Jacob L.","Numerical/Quantitative Data,Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/Vigdor_2008.pdf
R305A060034,ED510501,"Teacher Effectiveness, Mobility, and Attrition in Florida: A Descriptive Analysis. Working Paper 2008-12","West, Martin; Chingos, Matthew","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/West_and_Chingos_20081.pdf
R305A060034,ED510502,"Teacher Effectiveness, Mobility, and Attrition in Florida: A Descriptive Analysis. Research Brief",NA,"Information Analyses,Reports - Evaluative",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/West_et_al_Brief_200825.pdf
R305A060034,ED510503,"The Effect of Performance-Pay in Little Rock, Arkansas on Student Achievement. Working Paper 2008-02","Winters, Marcus; Greene, Jay P.; Ritter, Gary; Marsh, Ryan","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/Winters_et_al_20081.pdf
R305A060034,ED510508,Teacher Pension Preferences: Pilot Study Results. Conference Paper 2009-14,"Smith, Elizabeth Ettema; Guthrie, James W.","Reports - Evaluative,Speeches/Meeting Papers",2009,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ConferencePapers2009News/Smith_and_Guthrie_2009.pdf
R305A060034,ED510509,Teacher Retirement Ponzi Schemes. Conference Paper 2009-02,"Kotlikoff, Laurence J.","Reports - Descriptive,Speeches/Meeting Papers",2009,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ConferencePapers2009News/Kotlikoff_2009.pdf
R305A060034,ED510510,From Data to Bonuses: A Case Study of the Issues Related to Awarding Teachers Pay on the Basis of Their Students' Progress. Working Paper 2008-14,"McCaffrey, Daniel F.; Han, Bing; Lockwood, J. R.","Reports - Research,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/McCaffrey_et_al_20081.pdf
R305A060034,ED510512,Patterns of Retirement and Return Employment of Pennsylvania's Professional School Personnel: 1984-2006. Conference Paper 2009-07,"Strauss, Robert P.; Liu, Jinxiang","Numerical/Quantitative Data,Reports - Evaluative,Speeches/Meeting Papers",2009,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ConferencePapers2009News/Strauss_Paper1.pdf
R305A060034,ED510513,A Legal Perspective on Performance-Based Pay for Teachers. Working Paper 2008-10,"Ryan, James E.","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/Ryan_20081.pdf
R305A060034,ED510515,Designing Incentive Systems for Schools. Working Paper 2008-16,"Neal, Derek","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/Neal_2008_v41.pdf
R305A060034,ED510516,Do Teacher Effect Estimates Persist when Teachers Move to Schools with Different Socioeconomic Environments? Working Paper 2008-20,"Sanders, William L.; Wright, S. Paul; Langevin, Warren E.","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/Sanders_et_al_2008b1.pdf
R305A060034,ED510518,Value-Added and Other Methods for Measuring School Performance. Working Paper 2008-17,"Meyer, Robert H.; Christian, Michael S.","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/Meyer_and_Christian_20081.pdf
R305A060034,ED510520,New York City's School-Wide Bonus Pay Program: Early Evidence from a Randomized Trial. Working Paper 2009-02,"Springer, Matthew G.; Winters, Marcus A.",Reports - Evaluative,2009,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/PapersNews/Springer_Winters_2009.pdf
R305A060034,ED510521,Teacher Pension Incentives and Labor Market Behavior: Evidence from Missouri Administrative Teacher Data. Conference Paper 2009-11,"Ni, Shawn; Podgursky, Michael; Ehlert, Mark","Reports - Evaluative,Speeches/Meeting Papers",2009,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ConferencePapers2009News/NEW_Ni_Podgursky_Ehlert_2009.pdf
R305A060034,ED510522,Impact of the Teacher Advancement Program on Student Test Score Gains: Findings from an Independent Appraisal. Working Paper 2008-19,"Springer, Matthew G.; Ballou, Dale; Peng, Art","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/PapersNews/Springer_et_al_20081.pdf
R305A060034,ED510526,Performance Incentives in Texas: Why Schools Chose Not to Participate. Working Paper 2008-18,"Lewis, Jessica L.; Springer, Matthew G.","Reports - Evaluative,Speeches/Meeting Papers,Tests/Questionnaires",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/Lewis_and_Springer_20081.pdf
R305A060034,ED510527,Re-Examining the Role of Teacher Quality in the Educational Production Function. Working Paper 2007-03,"Koedel, Cory; Betts, Julian R.",Reports - Evaluative,2007,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,https://my.vanderbilt.edu/performanceincentives/files/2012/10/200703_KoedelBetts_ReExamTeacherQual1.pdf
R305A060034,ED510528,"Teacher Quality and Dropout Outcomes in a Large, Urban School District. Working Paper 2007-04","Koedel, Cory","Numerical/Quantitative Data,Reports - Research",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/PapersNews/Koedel_2008.pdf
R305A060034,ED510529,Toward a More Comprehensive Model of Teacher Pay. Working Paper 2008-06,"Koppich, Julia","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/Koppich_20081.pdf
R305A060034,ED510530,Holding Accountability to Account: How Scholarship and Experience in Other Fields Inform Exploration of Performance Incentives in Education. Working Paper 2008-04,"Rothstein, Richard","Reports - Descriptive,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/directory/ConferencePapersNews/Rothstein_2008.pdf
R305A060034,ED510532,Exploring Student-Teacher Interactions in Longitudinal Achievement Data. Working Paper 2008-24,"Lockwood, J. R.; McCaffrey, Daniel F.","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/PapersNews/Lockwood_and_McCaffrey_2008.pdf
R305A060034,ED510533,Legal Limitations on Public Pension Plan Reform. Conference Paper 2009-08,"Monahan, Amy B.","Reports - Descriptive,Speeches/Meeting Papers",2009,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ConferencePapers2009News/Monahan_2009_Final.pdf
R305A060034,ED510731,"The Effect of Performance Pay in Little Rock, Arkansas on Student Achievement. Research Brief","Winters, Marcus; Greene, Jay; Ritter, Gary; Marsh, Ryan",Reports - Evaluative,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: http://www.performanceincentives.org",National Center on Performance Incentives,http://www.performanceincentives.org/data/files/news/ReportsNews/Winters_Conference_2008.pdf
R305A060034,ED507469,Does the Missouri Teacher Career Ladder Program Raise Student Achievement?,"Booker, Kevin; Glazerman, Steven","Numerical/Quantitative Data,Reports - Evaluative",2009,"Mathematica Policy Research, Inc. P.O. Box 2393, Princeton, NJ 08543-2393. Tel: 609-799-3535; Fax: 609-799-0005; e-mail: info@mathematica-mpr.com; Web site: http://www.mathematica-mpr.com","Mathematica Policy Research, Inc.",NA
R305A060034,ED538343,Collective Bargaining in Education and Pay for Performance. Research Brief,NA,Reports - Research,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: https://my.vanderbilt.edu/performanceincentives",National Center on Performance Incentives,https://my.vanderbilt.edu/performanceincentives/files/2012/10/Hannaway_Feb_08.pdf
R305A060034,ED538344,Governor's Educator Excellence Grant (GEEG) Program: Year One Evaluation Report. Policy Evaluation Report,"Springer, Matthew G.; Podgursky, Michael J.; Lewis, Jessica L.; Ehlert, Mark W.; Gardner, Catherine G.; Ghoshdastidar, Bonnie; Lopez, Omar S.; Patterson, Christine H.; Taylor, Lori L.","Numerical/Quantitative Data,Reports - Evaluative,Tests/Questionnaires",2007,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: https://my.vanderbilt.edu/performanceincentives",National Center on Performance Incentives,https://my.vanderbilt.edu/performanceincentives/files/2012/10/200708_SpringerEtAl_GEEG_Year12.pdf
R305A060034,ED538349,Teacher Attitudes on Pay for Performance: A Pilot Study. Working Paper 2007-06,"Jacob, Brian; Springer, Matthew G.",Reports - Research,2007,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: https://my.vanderbilt.edu/performanceincentives",National Center on Performance Incentives,https://my.vanderbilt.edu/performanceincentives/files/2012/10/200706_JacobSpringer_TeacherAttitudes1.pdf
R305A060034,ED538363,The Intertemporal Stability of Teacher Effect Estimates. Working Paper 2008-22,"McCaffrey, Daniel F.; Sass, Tim R.; Lockwood, J.R.",Reports - Research,2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: https://my.vanderbilt.edu/performanceincentives",National Center on Performance Incentives,https://my.vanderbilt.edu/performanceincentives/files/2012/10/200822_McCaffreyEtAl_IntertempStability1.pdf
R305A060034,ED538369,The Politics of Teacher Pay Reforms. Working Paper 2008-01,"Goldhaber, Dan","Reports - Evaluative,Speeches/Meeting Papers",2008,"National Center on Performance Incentives. Peabody College of Vanderbilt University, PMB #43, 230 Appleton Place, Nashville, TN 37203. Tel: 615-322-5538; Fax: 615-322-6018; e-mail: ncpi@vanderbilt.edu; Web site: https://my.vanderbilt.edu/performanceincentives",National Center on Performance Incentives,https://my.vanderbilt.edu/performanceincentives/files/2012/10/200801_Goldhaber_TeacherPayReform1.pdf
R305A060034,ED624536,Final Report: Experimental Evidence from the Project on Incentives in Teaching (POINT),"Springer, Matthew G.; Ballou, Dale; Hamilton, Laura; Le, Vi-Nhuan; Lockwood, J. R.; McCaffrey, Daniel F.; Pepper, Matthew; Stecher, Brian M.",Reports - Research,2012,NA,Grantee Submission,NA
R305A060044,ED574537,What Works in Gifted Education Mathematics Study: Impact of Pre-Differentiated and Enriched Curricula on General Education Teachers and Their Students. Research Monograph Series. RM13242,"Gubbins, E. Jean; McCoach, D. Betsy; Foreman, Jennifer L.; Gilson, Cindy M.; Bruce-Davis, Micah N.; Rubenstein, Lisa DaVia; Savino, Jennifer; Rambo, Karen; Waterman, Craig","Reports - Research,Tests/Questionnaires",2013,"National Research Center on the Gifted and Talented. University of Connecticut, 2131 Hillside Road Unit 3007, Storrs, CT 06269-4676. Tel: 860-486-4676; Fax: 860-486-2900; Web site: http://nrcgt.uconn.edu/",National Research Center on the Gifted and Talented,NA
R305A060044,ED574542,Status of STEM High Schools and Implications for Practice,"Gubbins, E. Jean; Villanueva, Merzili; Gilson, Cindy M.; Foreman, Jennifer L.; Bruce-Davis, Micah N.; Vahidi, Siamak; Callahan, Carolyn M.; Tofel-Grehl, Colby","Numerical/Quantitative Data,Reports - Evaluative",2013,"National Research Center on the Gifted and Talented. University of Connecticut, 2131 Hillside Road Unit 3007, Storrs, CT 06269-4676. Tel: 860-486-4676; Fax: 860-486-2900; Web site: http://nrcgt.uconn.edu/",National Research Center on the Gifted and Talented,NA
R305A060067,ED527055,Handbook of the Economics of Education. Volume 3,"Hanushek, Eric A., Ed.; Machin, Stephen J., Ed.; Woessmann, Ludger, Ed.","Books,Collected Works - General",2011,"Elsevier. 11830 Westline Industrial Drive, St. Louis, MO 63146. Tel: 800-545-2522; Fax: 800-535-9935; e-mail: usbkinfo@elsevier.com; Web site: http://www.elsevier.com/wps/find/books_browse.cws_home",Elsevier,http://www.elsevierdirect.com/product.jsp?isbn=9780444534293
