grant_id,ies_title,project_type,design,is_rct_final,design_signal,pre_wwc_call,in_wwc,wwc_designs,wwc_is_rct,rct_evidence,eric_rct_desc,eric_qed_desc,hit_title,hit_purpose,hit_abstract,hit_eric,hit_nonrct,is_center,n_abstracts,is_trial_design
R305A170641,Efficacy of ASSISTments Online Homework Support for Middle School Mathematics Learning: A Replication Study,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
R305A180224,"Efficacy Study of Adventures Aboard the S.S.GRIN: Social, Emotional, and Academic Skills",Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R305A180290,Testing the Efficacy of INSIGHTS for Promoting Positive Learning Environments and Academic Achievement in Nebraska: A Replication Study,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R305A180336,Efficacy of the BELLA Program: ESL and Classroom Teachers Working Together with Students and Families,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE
R305A180401,The Efficacy of From Here to There: A Dynamic Technology for Improving Algebraic Understanding,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,27,TRUE
R305A180513,Efficacy Study of an Integrated Science and Literacy Curriculum for Young Learners,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + eric,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305A210276,Scaling Up College Completion Efforts for Student Success (SUCCESS): A Multisite Randomized Controlled Trial,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,title + eric,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305B070074,Child-Instruction Interactions in Reading: Examining Causal Effects of Individualized Instruction in Second and Third Grade,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,124,TRUE
R305C200016,Center for Research on the Educational Achievement and Teaching of English Language Learners (CREATE),Other,Efficacy,TRUE,RCT (WWC),non-RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,6,TRUE
R305E090009,Evaluating the Effectiveness of Tennessee's Voluntary Pre-K Program,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,QED+RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,52,TRUE
R305E100008,The Impact of the Michigan Merit Curriculum and Michigan Promise Scholarship on Student Outcomes,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,eric,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,170,TRUE
R305E120003,The Effect of Dual-Language Immersion on Student Achievement in the Portland Public Schools,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,19,TRUE
R305E130009,Beyond Triage: A Randomized Experiment in Sustained Pre-College Advising,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,title + abstract + eric,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,14,TRUE
R305F050122,Experimental Field Study of Cognitive Tutor Geometry Curriculum,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,43,TRUE
R305F050223,"Evaluation of the Computer and Team-Assisted Mathematical Acceleration (CATAMA) Lab in Urban, High-Poverty, High-Minority Middle Schools",Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305F100013,Understanding Malleable Cognitive Processes and Integrated Comprehension Interventions for Grades 7–12,Development and Innovation,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,139,TRUE
R305F100026,Catalyzing Comprehension Through Discussion and Debate,Development and Innovation,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,37,TRUE
R305F100027,"Examining Effective Intervention Targets, Longitudinal Intensity, and Scaling Factors for Pre-K to 5th Grade Student Comprehension",Development and Innovation,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,77,TRUE
R305G040103,Quick Reads Supplementary Tutoring Efficacy and Replication Trials,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,21,TRUE
R305G050005,Print Referencing Efficacy,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,26,TRUE
R305G050216,The Read Aloud Curriculum in First Grade Classrooms: Furthering Our Understanding of Immediate and Long-Term Impacts and Causal Influences,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R305H060042,"Attention, Memory, and Executive Functions in Written Language Expression in Elementary School Children",Efficacy,Efficacy,TRUE,RCT (WWC),unknown,TRUE,RCT,TRUE,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,TRUE
R305H140028,Dual-Credit Courses and the Road to College: Experimental Evidence from Tennessee,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,TRUE
R305H140065,Evaluating the Impact of CUNY Start through a Researcher (MDRC) – Local Education Agency (City University of New York) Partnership,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,eric,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
R305H170085,An Experimental Evaluation of Corequisite Developmental Education in Texas,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + abstract,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,5,TRUE
R305H190036,The Evaluation of Career and College Promise,Efficacy,Efficacy,TRUE,RCT (WWC),non-RCT,TRUE,QED+RCT,TRUE,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,TRUE
R305J020014,Evaluation of Pre-Kindergarten Curricula in Head Start and Public School Settings,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305J020026,A Longitudinal Study of the Effects of a Pre-Kindergarten Mathematics Curriculum on Low-Income Children's Mathematical Knowledge,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,9,TRUE
R305K040001,An Examination of the Impact of Big Math for Little Kids on Pre-K and Kindergarten Students' Learning of Math,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,292,TRUE
R305K060142,Measuring the Efficacy and Student Achievement of Research-based Instructional Materials in High School Multidisciplinary Science,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,6,TRUE
R305L030004,Positive Action for Social and Character Development,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,38,TRUE
R305L030165,Promoting Alternative Thinking Strategies,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,82,TRUE
R305R060022,Study of the Efficacy of North Carolina's Learn and Earn Early College High School Model,Efficacy,Efficacy,TRUE,RCT (WWC),unknown,TRUE,RCT,TRUE,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,TRUE
R305W060016,The Pathway Project: A Cognitive Strategies Approach to Reading and Writing Instruction for Teachers of Secondary English Language Learners,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,8,TRUE
R324A070181,Class-wide Function-Based Intervention Teams: A Research to Practice Agenda for Functional Behavior Assessment (CW: FIT),Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT+SingleCase,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,9,TRUE
R324A070206,Improving Mathematics Performance of At Risk Students and Students with Learning Disabilities in Urban Middle Schools (MSM Project),Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + abstract + eric,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,7,TRUE
R324A080026,A Randomized Efficacy Trial of the Kids in Transition to School (KITS) Program for Children with Developmental Disabilities and Behavioral Problems,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,title + eric,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
R324A080037,Sit Together and Read: Early Childhood Special Education,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,21,TRUE
R324A090052,Responsiveness-To-Instruction to Strengthen the Academic Performance of Students with Reading and Math Disabilities,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,TRUE
R324A090094,Comprehensive Autism Program using Strategies for Teaching based on Autism Research,Efficacy,Efficacy,TRUE,RCT (WWC),unknown,TRUE,RCT,TRUE,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE
R324A090104,Project ECRI: Enhancing Core Reading Instruction in First Grade,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE
R324A090179,Evaluating the Efficacy of Enhanced Anchored Instruction for Middle School Students with Learning Disabilities in Math,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,25,TRUE
R324A090181,An Efficacy Trial of Milieu Teaching Language Intervention in Preschoolers with Language Disorders,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,17,TRUE
R324A100115,A Randomized Trial of Conjoint Behavioral Consultation (CBC) in Rural Educational Settings: Efficacy for Elementary Students With Disruptive Behaviors,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,title + purpose + abstract + eric,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,14,TRUE
R324A100166,My Life: Evaluation of Self-Determination Enhancement for Transitioning Students in Special Education and Foster Care,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,TRUE
R324A100305,Efficacy of a Parent-Mediated Intervention for One-Year-Olds at Risk for Autism,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,10,TRUE
R324A100391,Peer Support and Peer Network Interventions to Improve Peer Relationships and School Engagement,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,16,TRUE
R324A110048,Efficacy Trials with a New Early Literacy and Language Curriculum for Preschool Children with Developmental Speech and/or Language Impairment,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,12,TRUE
R324A110135,Project Early Vocabulary Intervention,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5,TRUE
R324A110166,Efficacy Study of Check and Connect to Improve Student Outcomes,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14,TRUE
R324A110173,Efficacy of the BEST in CLASS Intervention for Young Children at High Risk for Emotional and Behavioral Disorders,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,32,TRUE
R324A110246,LEAP–USA Follow-up Project,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + abstract + eric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,TRUE
R324A110256,Advancing Social-Communication and Play (ASAP): An Intervention Program for Preschoolers with Autism,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + eric,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,TRUE
R324A120041,Team-Initiated Problem Solving for Improved Student Outcome,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + abstract + eric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R324A120153,Efficacy of the Getting Ready Intervention at Supporting Parental Engagement and Positive Outcomes for Preschool Children at Educational Risk,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R324A120304,A Randomized Control Trial of a Tier 2 Kindergarten Mathematics Intervention,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,title + abstract + eric,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,27,TRUE
R324A120344,"A Multi-Site Efficacy Trial of the Class-wide Function-related Intervention Teams ""CW-FIT"": A Research to Practice Agency for Students With and At Risk for EBD",Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT+SingleCase,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,14,TRUE
R324A120358,Efficacy of the Collaborative Life Skills Program,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + eric,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,TRUE
R324A120365,The Effects of Online Decision Making Support for Home Visitors Using an RTI Approach to Promote the Language Development of At-risk Infants and Toddlers,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,4,TRUE
R324A130066,Read It Again! In Early Childhood Special Education,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,7,TRUE
R324A130216,Efficacy of a Comprehensive School-Based Intervention for Children with High-Functioning Autism Spectrum Disorders (HFASDs),Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + abstract + eric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,7,TRUE
R324A150021,Implementing an emergent literacy program for students with intellectual disabilities and autism in general education classrooms,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
R324A150047,An Efficacy Study of the School-based National Professional Development Center on Autism Spectrum Disorders Model (NPDC),Efficacy,Efficacy,TRUE,RCT (WWC),non-RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,5,TRUE
R324A150078,Developing Connections Between Word Problems and Mathematical Equations to Promote Word-Problem Performance Among Students with Mathematics Difficulty,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,28,TRUE
R324A150103,Efficacy of the START-Play Program for Infants with Neuromotor Disorders,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + abstract + eric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,16,TRUE
R324A150179,Efficacy of Enhanced First Step to Success Intervention for Tertiary-Level Students with Disruptive Behavior,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,4,TRUE
R324A150221,Preschool First Step to Success: An Efficacy Replication Study,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + abstract + eric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R324A150269,Passport to Literacy: Examining the Effectiveness of the Voyager Passport Intervention for Fourth-grade Students with or at High Risk for Reading Disabilities,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,26,TRUE
R324A160008,Efficacy Study of the Universally Designed Science Notebook: An Intervention to Support All Students' Elementary School Science Learning,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE
R324A160046,A Randomized Control Trial of a Tier 2 First Grade Mathematics Intervention,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,title + abstract,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,6,TRUE
R324A160136,Evaluating a Social-Emotional Learning Curriculum for Children At Risk for Emotional or Behavioral Disorders,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,TRUE
R324A170069,Efficacy of Paraprofessional Behavior Support Coaching for Elementary School Students with Externalizing Behavior Disorders,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,12,TRUE
R324A170148,Paths 2 the Future: Testing the Efficacy of a Career Development Intervention for High School Girls with Disabilities,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,7,TRUE
R324A190072,Examining the Efficacy of a Content Area Reading Comprehension Intervention for Students With Disabilities,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,TRUE
R324A200140,Examining the Efficacy of a Fraction Sense Intervention Grounded in Principles From the Science of Learning,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,eric,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
R324B060029,Universal Cognitive-Behavioral Intervention for Elementary Students to Reduce Disruptive/Aggressive Behavior,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
R324E060067,Project Early Reading Intervention,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,37,TRUE
R324E060068,LEAP - USA (Using Science-Based Approaches),Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,27,TRUE
R324G060005,Multiple-Component Remediation for Struggling Middle School Readers,Efficacy,Efficacy,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,TRUE
R305A040043,National Research and Development Center on School Choice,Other,Other,TRUE,RCT (WWC),non-RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,74,FALSE
R305A040056,National Research Center on Rural Education Support,Other,Other,TRUE,RCT (WWC),non-RCT,TRUE,RCT,TRUE,purpose + abstract + eric,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,45,FALSE
R305A060010,National Center for Postsecondary Research,Other,Other,TRUE,RCT (WWC),non-RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,289,FALSE
R305A140361,Impact of Early College High School (ECHS) Model on Postsecondary Performance and Completion,Follow-Up,Other,TRUE,RCT (WWC),unknown,TRUE,RCT,TRUE,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE
R305C080015,National Research & Development Center on Instructional Technology: Center for Advanced Technology in Schools,Other,Other,TRUE,RCT (WWC),non-RCT,TRUE,RCT,TRUE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE
R305C090022,The National Center for Research on Rural Education,Other,Other,TRUE,RCT (WWC),non-RCT,TRUE,RCT,TRUE,abstract + eric,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,9,FALSE
R305C140007,Center for the Analysis of Postsecondary Readiness,Other,Other,TRUE,RCT (WWC),non-RCT,TRUE,QED+RCT,TRUE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,5,FALSE
R324C100004,National Research and Development Center on Improving Mathematics Instruction for Students with Mathematics Difficulties,Other,Other,TRUE,RCT (WWC),non-RCT,TRUE,RCT,TRUE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,63,FALSE
R324C120006,Center on Secondary Education for Students with Autism Spectrum Disorders (CSESA),Other,Other,TRUE,RCT (WWC),non-RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,41,FALSE
R324D130003,Improving Reading and Mathematics Outcomes for Students with Learning Disabilities: Next Generation Intensive Interventions,Other,Other,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,34,FALSE
R324R200005,ROOTS Replication: A Systematic Replication of a Tier 2 Kindergarten Mathematics Intervention,Efficacy,Replication,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE
R305A070185,Effectiveness of Cognitive Tutor Algebra One Implemented at Scale,Scale-Up Evaluations,Scale-up,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,19,TRUE
R305A120813,Longitudinal Study of a Successful Scaling-Up Project: Extending TRIAD,Scale-Up Evaluations,Scale-up,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,24,TRUE
R305G040104,Scaling Up Peer Assisted Learning Strategies to Strengthen Reading Achievement,Scale-Up Evaluations,Scale-up,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,purpose + abstract + eric,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,24,TRUE
R305K050004,Scaling Up the Implementation of a Pre-Kindergarten Mathematics Curriculum in Public Preschool Programs,Scale-Up Evaluations,Scale-up,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE
R305K050157,Scaling Up TRIAD: Teaching Early Mathematics for Understanding with Trajectories and Technologies,Scale-Up Evaluations,Scale-up,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,90,TRUE
R305W030257,Scaling-up Effective Intervention for Preventing Reading Difficulties in Young Children,Scale-Up Evaluations,Scale-up,TRUE,RCT (WWC),RCT,TRUE,RCT,TRUE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,11,TRUE
R305A160026,The Scale Up of Promoting Adolescents Comprehension of Text,Effectiveness,Effectiveness,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract + eric,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,TRUE
R305A170047,Effectiveness of the Social Skills Improvement System Classwide Intervention Program (SSIS-CIP) in the Primary Grades,Effectiveness,Effectiveness,TRUE,RCT (text),RCT,FALSE,NA,FALSE,eric,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,TRUE
R305A070063,The Efficacy of the Responsive Classroom Approach for Improving Teacher Quality and Children's Academic Performance,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,purpose + abstract,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,40,TRUE
R305A070117,Determinants of Student Outcomes in an Urban School District: Educational Interventions and Family Choices,Efficacy,Efficacy,TRUE,RCT (text),RCT,FALSE,NA,FALSE,abstract,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,TRUE
