doi,grant_id,grant_n_current_dois,grant_has_doi,grant_has_no_doi_after_recovery,grant_title,grant_award_year,grant_pi,grant_institution,grant_program_name,grant_goal_text,grant_institution_type,grant_n_direct_dois,grant_n_source_dois_with_meta,grant_n_meta_analyses,grant_n_dois_in_submitted_direct_search,grant_direct_search_scope,grant_n_meta_dois_in_submitted,grant_meta_search_scope,grant_ies_title,grant_ies_pi,grant_ies_awardee,grant_ies_project_type,grant_ies_year,grant_ies_program_name,grant_ies_program_topic,grant_ies_award_page_url,grant_ies_institution_type_from_name,grant_institution_type_source,grant_institution_type_detail,grant_n_products_total,grant_n_products_with_doi,grant_n_products_without_doi,grant_had_any_eric_output,grant_center,grant_topic_area,grant_topic_source,grant_grant_design_class,grant_grant_subject_area,paper_is_empirical,paper_is_meta_analysis,paper_nonempirical_reason,paper_empirical_confirmed,paper_src_original,paper_src_eric_r3,paper_src_manual,paper_src_canonical,paper_src_crossref,paper_src_lydia_fill,paper_openalex_id,paper_title,paper_year,paper_date,paper_language,paper_type,paper_cited_by_count,paper_fwci,paper_is_retracted,paper_is_oa,paper_oa_status,paper_primary_topic,paper_primary_field,paper_abstract,paper_year_source,meta_doi,meta_openalex_id,meta_title,meta_type,meta_year,meta_is_meta_analysis,meta_evidence,meta_epmc_pubtypes,meta_abstract,is_center_grant,institution_is_firm,institution_type_4_0
10.1080/19345747.2016.1191574,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W2400815033,Smoothing the Transition to Postsecondary Education: The Impact of the Early College Model,2016,5/26/2016,en,article,102,52.2309,FALSE,FALSE,closed,Higher Education Research Studies,Social Sciences,"Developed in in in in in response to to concerns that that that too few students students students students were were enrolling and and and and and succeeding postsecondary postsecondary postsecondary education, education, early early college college college high high high high high schools schools are are small blur the the line between school school college. This article presents results from from a a longitudinal experimental study comparing outcomes outcomes for for for accepted accepted an through through lottery lottery process with who not enrolled enrolled elsewhere. Results Results show treatment attained significantly more credits while school, school, graduated received credentials at higher rates. subgroups included.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.1162/edfp_a_00310,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W3009012576,The Costs and Benefits of Early College High Schools,2020,2/27/2020,en,article,15,3.2443,FALSE,FALSE,closed,Higher Education Research Studies,Social Sciences,"Early Colleges (ECs) provide high high high high school students students access to to to to to to to college college coursework with with the the the the goal of of of of of of of of of of of increasing postsecondary postsecondary opportunities for for traditionally underrepresented students. We examine impact ECs ECs ECs ECs ECs on attainment, calculate calculate resulting resulting monetary benefits, and and and and and and and then estimate estimate per-student costs costs costs compared traditional traditional schools schools compare benefits. Our findings indicate indicate that that enrolling in in in in in our study are more more more likely attend graduate an an an associate or bachelor's degree. Increased educational attainment from EC EC enrollment results results lifetime benefits benefits benefits almost $58,000 per per per per per student. cost cost cost cost approximately $950 than student student student year, overall $3,800 across four years school. Comparing cost, we we a a a net present value (NPV) $54,000 benefit benefit ratio ratio 15.1. Even when using conservative estimates (upper bound) (lower bound), NPV over $27,000 4.6. These investment pays off through increased increased earnings students, tax revenue, decreased government spending.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.1177/016146811311500705,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,https://openalex.org/W2270231673,Mandated Engagement: The Impact of Early College High Schools,2013,7/1/2013,en,article,57,12.6555,FALSE,FALSE,closed,Parental Involvement in Education,Social Sciences,"Background Early Early Early college college college college college college college college high high high high high schools, schools, small small schools schools schools that that that that that that blur the the the the the the the the the the the the the the the line between school school school and and and and and and and and and and and and and and and college, have been obtaining very strong results. This This paper paper paper uses uses frame of of of of of of of of of of of of of of of of student engagement engagement engagement engagement engagement to to to to to to to to posit an an an an explanation for for success these these schools. Purpose examines impact early early early early early early early early on on on on indicators indicators facilitators facilitators facilitators facilitators in in in in in in in ninth-grade. The The The The The also also also looks at at how students students students students students students students students students students students perceive engagement. engagement. Participants main sample this study study study study study includes who who who who applied went through through a a a a lottery lottery process. Student were were were accepted accepted are are are are are treatment treatment those not form control control control control group. Intervention colleges colleges colleges colleges often located campuses, aim provide rigorous rigorous course with with with with goal ensuring all all graduate diploma two years university transfer credit or associate's degree. Serving Grades 9-12 (or 13), targeted typically under-represented college. Data Collection Analysis administrative administrative data data data data submitted North Carolina Department Instruction, including including suspensions attendance data. team team administered original survey survey included scales Both analyzed using multiple regression. Finally, collected qualitative qualitative from interviews students. students. Results had better better attendance, lower suspensions, higher higher higher higher levels levels levels than Compared students, reported examined, relationships teachers, more more relevant instruction, academic affective support, expectations. Conclusions Students experienced overall variety dimensions. suggest make concerted purposeful efforts efforts engage school. These seem almost require active participants school; other words, can be seen as essentially “mandating engagement.”",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.1177/0192636517713848,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W2626704269,Preparing Students for College: Lessons Learned From the Early College,2017,6/1/2017,en,article,28,12.7044,FALSE,FALSE,closed,Higher Education Research Studies,Social Sciences,This article article utilizes mixed methods—a lottery-based experimental design supplemented by qualitative data—to examine college college college college college college college readiness within an innovative high high high high school school school school setting: early early early early schools. Early colleges are are are are small schools schools that that that merge the the the the and and and experiences targeted at at students students students students underrepresented in college. Results show show more more likely to to to have successfully completed courses they need for for entrance into college; also also graduated from a higher rate. Interview survey data data generally considered similarly prepared traditional postsecondary students. The The interview provide detailed descriptions of of kinds strategies use support readiness. concludes with lessons learned secondary principals.,openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.3102/0162373720912249,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W3012999149,What Happens When You Combine High School and College? The Impact of the Early College Model on Postsecondary Performance and Completion,2020,3/23/2020,en,article,43,8.8059,FALSE,FALSE,closed,Higher Education Research Studies,Social Sciences,"Early colleges are are a a a a a new model model of of of of of schooling in in in in which the the the the the high school and and college college college experiences merged, shortening total amount time student spends school. This study uses lottery-based experimental design to examine impact on longer term outcomes, including attainment postsecondary postsecondary credential academic performance performance 4-year 4-year institutions. Results show show that that that significantly higher proportion early early students students were were attaining credentials. The results also completing their their degrees more rapidly but institutions was still comparable with control students.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.1080/19345747.2012.656182,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,https://openalex.org/W2032094848,Expanding the Start of the College Pipeline: Ninth-Grade Findings From an Experimental Study of the Impact of the Early College High School Model,2012,4/1/2012,en,article,80,18.1944,FALSE,TRUE,green,School Choice and Performance,Social Sciences,"9 Early college college college college high high high schools are are a a a new and and and and and and and and rapidly spreading model model that that merges the the the the the the school school experiences is designed to to increase number of of of of students students students who graduate from from enroll succeed in in in in postsecondary education. This article presents results federally funded experimental study impact early on Grade outcomes. Results show that, as compared control control group group group students, statistically statistically significant substantively higher higher proportion treatment treatment taking core preparatory courses succeeding them. Students also have significantly attendance lower suspension rates than group.",openalex,10.1007/s11292-018-09351-0,W2918368700,What can we do to reduce disciplinary school exclusion? A systematic review and meta-analysis,review,2019,TRUE,title,NA,"To systematically review and quantitatively synthesise the evidence for the impact of different types of school-based interventions on the reduction of school exclusion. A systematic search of 27 databases including published and unpublished literature was carried out between September and December 2015. Eligible studies evaluated interventions intended to reduce the rates of exclusion, targeted children from ages four to 18 in mainstream schools, and reported results of interventions delivered from 1980 onwards. Only randomised controlled trials were included. Two independent reviewers determined study eligibility, extracted data, and rated the methodological quality of studies. Based on the 37 studies eligible for meta-analysis, under a random effects model, results showed that school-based interventions significantly reduced school exclusion during the first 6 months after implementation SMD = .30, 95% CI [.20, .41], p < .001. The impact at follow-up (i.e. 12 or more months) was reduced by half and it was not statistically significant. Heterogeneity was mainly explained by the role of the evaluator: independent evaluators reported lower effect sizes than researchers involved in the design and/or delivery of the intervention. Four approaches presented promising and significant results in reducing exclusion: enhancement of academic skills, counselling, mentoring/monitoring, and skills training for teachers. Results suggest that school-based interventions can be effective in reducing school exclusion in the short term. Some specific types of interventions show more promising and stable results, but, based on the small number of studies involved in our calculations, we suggest that results are interpreted with caution.",FALSE,0,Uni
10.1162/edfp_a_00310,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W3009012576,The Costs and Benefits of Early College High Schools,2020,2/27/2020,en,article,15,3.2443,FALSE,FALSE,closed,Higher Education Research Studies,Social Sciences,"Early Colleges (ECs) provide high high high high school students students access to to to to to to to college college coursework with with the the the the goal of of of of of of of of of of of increasing postsecondary postsecondary opportunities for for traditionally underrepresented students. We examine impact ECs ECs ECs ECs ECs on attainment, calculate calculate resulting resulting monetary benefits, and and and and and and and then estimate estimate per-student costs costs costs compared traditional traditional schools schools compare benefits. Our findings indicate indicate that that enrolling in in in in in our study are more more more likely attend graduate an an an associate or bachelor's degree. Increased educational attainment from EC EC enrollment results results lifetime benefits benefits benefits almost $58,000 per per per per per student. cost cost cost cost approximately $950 than student student student year, overall $3,800 across four years school. Comparing cost, we we a a a net present value (NPV) $54,000 benefit benefit ratio ratio 15.1. Even when using conservative estimates (upper bound) (lower bound), NPV over $27,000 4.6. These investment pays off through increased increased earnings students, tax revenue, decreased government spending.",openalex,10.1177/15210251231170331,W4366598661,A Systematic Review and Meta-Analysis of Dual Enrollment Research,review,2023,TRUE,title,NA,"Given the current surge in student participation in dual enrollment programs, an updated synthesis of literature relating to how these programs impact students is warranted. Furthermore, while there are qualitative literature reviews relating to dual enrollment and student outcomes, there has not been a quantitative synthesis of literature relating to the findings of this research. Accordingly, we conduct a quantitative literature review involving the academic outcomes of higher education enrollment, persistence, performance, and degree attainment. Using meta-analytic techniques, we find that across the 162 study effect sizes included in our analysis, participation in dual enrollment programs was positively associated with grade point average (GPA), total earned college credits, college enrollment, early persistence, degree attainment, and full-time attendance. Also, we find negative associations between dual enrollment and time to graduation and total semesters enrolled in college, indicating these programs can help students graduate college more quickly.",FALSE,0,Uni
10.3102/0162373720912249,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W3012999149,What Happens When You Combine High School and College? The Impact of the Early College Model on Postsecondary Performance and Completion,2020,3/23/2020,en,article,43,8.8059,FALSE,FALSE,closed,Higher Education Research Studies,Social Sciences,"Early colleges are are a a a a a new model model of of of of of schooling in in in in which the the the the the high school and and college college college experiences merged, shortening total amount time student spends school. This study uses lottery-based experimental design to examine impact on longer term outcomes, including attainment postsecondary postsecondary credential academic performance performance 4-year 4-year institutions. Results show show that that that significantly higher proportion early early students students were were attaining credentials. The results also completing their their degrees more rapidly but institutions was still comparable with control students.",openalex,10.1177/15210251231170331,W4366598661,A Systematic Review and Meta-Analysis of Dual Enrollment Research,review,2023,TRUE,title,NA,"Given the current surge in student participation in dual enrollment programs, an updated synthesis of literature relating to how these programs impact students is warranted. Furthermore, while there are qualitative literature reviews relating to dual enrollment and student outcomes, there has not been a quantitative synthesis of literature relating to the findings of this research. Accordingly, we conduct a quantitative literature review involving the academic outcomes of higher education enrollment, persistence, performance, and degree attainment. Using meta-analytic techniques, we find that across the 162 study effect sizes included in our analysis, participation in dual enrollment programs was positively associated with grade point average (GPA), total earned college credits, college enrollment, early persistence, degree attainment, and full-time attendance. Also, we find negative associations between dual enrollment and time to graduation and total semesters enrolled in college, indicating these programs can help students graduate college more quickly.",FALSE,0,Uni
10.1002/he.20017,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,https://openalex.org/W2029807686,Early colleges: A new model of schooling focusing on college readiness,2012,6/1/2012,en,article,23,5.5989,FALSE,FALSE,closed,Higher Education Research Studies,Social Sciences,"Abstract This chapter provides an an overview of of of of recent literature on on college college college readiness and and the the the emergence early early model. Using quantitative qualitative data from experimental study colleges in North Carolina, researchers describe positive effects found various indicators readiness.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.1007/s11162-022-09680-0,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W4213013927,Missing Academic Targets in Ninth Grade: Do Early College High Schools Give Students Second Chances for College?,2022,2/18/2022,en,article,2,1.1922,FALSE,FALSE,closed,Education Discipline and Inequality,Social Sciences,NA,openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.11114/jets.v4i4.1458,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,https://openalex.org/W2339443248,Retention and Satisfaction of Novice Teachers: Lessons from a School Reform Model,2016,3/14/2016,en,article,13,4.2244,FALSE,TRUE,diamond,School Choice and Performance,Social Sciences,"In In many countries, novice novice novice novice novice novice novice teachers, or or those with with with fewer than than than than than than four years years of of of experience, have have have a a a a a higher higher higher higher turnover turnover rate rate do more more more more more experienced teachers. teachers. teachers. Using Using teacher employment data, data, we we examine whether whether schools schools schools schools in in in in in in an an American whole-school reform reform reform model model model are are are better able to to to retain survey investigate teachers teachers teachers teachers teachers particular school school school satisfied satisfied leadership leadership their their their peers peers traditional traditional traditional high high high high schools. schools. this model, early early early college college college college schools, schools, located on campuses and and and and students the the opportunity earn associate’s degree two credit state university system. This emphasizes shared shared mission leadership. We find that colleges had neighbor percentage were were were novices. However, these not likely leave were. Early received personalized support Under certain conditions, can retention rates for",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.3102/00028312241276855,R305A110085,10,TRUE,FALSE,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,2011,Julie Edmunds,"University of North Carolina, Greensboro",Education Research Grants,Efficacy and Replication,Uni,6,3,2,9,partial,2,all,Follow-Up to the Study of the Efficacy of North Carolina's Early College High School Model,Julie Edmunds,"University of North Carolina, Greensboro",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/follow-study-efficacy-north-carolinas-early-college-high-school-model,Uni,06b live IES award page,University,17,8,9,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W4402923794,Accelerated Postsecondary Pathways: The Longer-Term Impact of the Early College High School Model on Postsecondary Degree Attainment,2024,9/27/2024,en,article,5,9.4604,FALSE,FALSE,closed,Higher Education Research Studies,Social Sciences,"10 10 Utilizing a a lottery-based natural experiment, this study study assessed the the the the the longer-term impact impact impact impact of of early early early early colleges colleges on on on on postsecondary degree degree degree degree degree degree degree attainment. It found found that that that that significantly significantly significantly increased overall completion completion and and and associate associate rates within years years years expected high high school graduation. While bachelor’s bachelor’s or advanced attainment attainment attainment was was was no longer significant after school, results from earlier suggest college college students students attained these degrees at higher higher rate faster pace than control students. This also stronger stronger for for underrepresented minorities with prior achievement.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.1080/08923647.2017.1368853,R305A110112,3,TRUE,FALSE,Evaluating the Success of Undergraduates in the U-Pace Intervention to Improve Academic Achievement for All Postsecondary Education Students,2011,Diane Reddy,"University of Wisconsin, Milwaukee",Education Research Grants,Efficacy and Replication,Uni,NA,NA,0,3,all,NA,NA,Evaluating the Success of Undergraduates in the U-Pace Intervention to Improve Academic Achievement for All Postsecondary Education Students,Diane Reddy,"University of Wisconsin, Milwaukee",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/evaluating-success-undergraduates-u-pace-intervention-improve-academic-achievement-all-postsecondary,Uni,06b live IES award page,University,5,3,2,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W2765885693,"Effect of <i>U-Pace</i> Instruction on Academic Success, Learning, and Perceptions in Younger and Older Undergraduates",2017,10/20/2017,en,article,3,0.4352,FALSE,FALSE,closed,Visual and Cognitive Learning Processes,Psychology,"18 25 A randomized controlled trial was was conducted to to determine the the the the efficacy efficacy of of of U-Pace U-Pace U-Pace U-Pace U-Pace instruction instruction instruction for for older older older undergraduates, undergraduates, ages ages and and and and and and and older, younger younger younger 24. Additionally, change in in in learner perceptions perceptions across semester, an outcome not reported literature on on instruction, investigated. In both undergraduates produced greater greater learning, academic academic success, sustained or improved students’ themselves as learners compared with Face-to-Face instruction. The findings provide strong support students highlight a possible mechanism underlying instruction’s effects learning success.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.1111/jcal.12133,R305A110112,3,TRUE,FALSE,Evaluating the Success of Undergraduates in the U-Pace Intervention to Improve Academic Achievement for All Postsecondary Education Students,2011,Diane Reddy,"University of Wisconsin, Milwaukee",Education Research Grants,Efficacy and Replication,Uni,NA,NA,0,3,all,NA,NA,Evaluating the Success of Undergraduates in the U-Pace Intervention to Improve Academic Achievement for All Postsecondary Education Students,Diane Reddy,"University of Wisconsin, Milwaukee",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/evaluating-success-undergraduates-u-pace-intervention-improve-academic-achievement-all-postsecondary,Uni,06b live IES award page,University,5,3,2,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W2298432654,Using <i>U‐Pace</i> instruction to improve the academic performance of economically disadvantaged undergraduates,2016,3/14/2016,en,article,7,5.6448,FALSE,FALSE,closed,Online and Blended Learning,Social Sciences,"Abstract This This study was was was was undertaken to to evaluate whether the the the the the the the the student success success success associated with with with U‐Pace U‐Pace U‐Pace instructional instructional approach, which integrates mastery‐based learning learning learning learning proactive instructor support in in in an online environment, would replicate for for for both both both economically economically economically economically disadvantaged disadvantaged students students students students students students and and who who are not not not disadvantaged. disadvantaged. Undergraduates were were enrolled (intervention) or or comparison comparison sections of of of of of of of of of a a gateway course course at at at at two universities different management systems. Course content held constant. At universities, intervention intervention intervention intervention intervention intervention earned significantly significantly greater percentage objectively determined final final grades A B. academic found found Improvement from beginning end semester students' rate mastering concepts University University University 1, 1, but 2. The assessment conducted independent grades, showed that that scored higher on proctored cumulative exam than students. Findings suggest holds promise increasing undergraduates regardless economic status.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
10.1111/jcal.12286,R305A110112,3,TRUE,FALSE,Evaluating the Success of Undergraduates in the U-Pace Intervention to Improve Academic Achievement for All Postsecondary Education Students,2011,Diane Reddy,"University of Wisconsin, Milwaukee",Education Research Grants,Efficacy and Replication,Uni,NA,NA,0,3,all,NA,NA,Evaluating the Success of Undergraduates in the U-Pace Intervention to Improve Academic Achievement for All Postsecondary Education Students,Diane Reddy,"University of Wisconsin, Milwaukee",Efficacy,2011,Education Research Grants,Postsecondary and Adult Education,https://ies.ed.gov/use-work/awards/evaluating-success-undergraduates-u-pace-intervention-improve-academic-achievement-all-postsecondary,Uni,06b live IES award page,University,5,3,2,TRUE,NCER,Postsecondary,IES program topic,Efficacy,Postsecondary,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,https://openalex.org/W2809833793,Randomized controlled trials of <i>U‐Pace</i> instruction: Outcomes in two gateway courses,2018,7/4/2018,en,article,1,0.3201,FALSE,FALSE,closed,Innovative Teaching and Learning Methods,Psychology,"Abstract Less than optimal student student student success success in in in in in gateway gateway courses courses figures prominently college college college noncompletion. Past findings findings findings findings suggest that that that that U‐Pace U‐Pace U‐Pace U‐Pace U‐Pace U‐Pace U‐Pace instruction instruction instruction instruction instruction holds promise for for for for for for increasing success. success. However, all published studies of of of of of of of of of of of of were conducted the the the the course context introductory introductory introductory psychology. The The The objective this this research research was to rigorously evaluate efficacy efficacy sociology and and and and and and political science students students students students students at‐risk at‐risk noncompletion noncompletion not not not at‐risk. from both both randomized controlled trials indicate regardless risk status, outperformed their conventionally taught face‐to‐face counterparts earning a a greater greater greater greater greater percentage final final grades A or B higher scores on proctored cumulative assessment learning, independent grades. results only confirm previous academic academic learning learning associated with but also clearly demonstrate produces Further, reveal these outcomes generalize across two disciplines at‐risk, providing strong support instruction.",openalex,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,Uni
